POI_NAME,POI_TYPE
Sunoco,Retail
Cameron Mitchell Restaurants ,Office
Global Meats,Retail
Mikes Grill,Retail
Hi,Retail
Beer,Retail
Columbus Fire Station 27,Emergency Response
Smith Reconditioning Professional Car Cleaning,Retail
Scrambler Marie's,Retail
Agape Healthcare Agency,Medical
Golden Delight Bakery,Retail
Enviromatic Air Duct Cleaning,Retail
Palm Beach Tan,Retail
Par Golf Discount,Retail
Frank Brunckhorst Company,Retail
Louis Vuitton,Retail
Heartland Cardiology,Medical
Jie's Good Tasting,Retail
Dollar General,Retail
Gospel Tabernacle Food Pantry,Public Places
Archer House,Group Quarters
Pony Xpress Printing,Retail
Boost Mobile,Retail
Waffle House,Retail
Limbach Company,Retail
Little Skipper's Play Cafe,Education
Mr. Mulch Landscape Supply,Retail
Craig's Tax Service,Retail
Blueline Rental,Retail
D & A Truck And Trailer Repair,Retail
First Watch,Retail
New Albany Links Golf Club,Public Places
Banner Shop of Ohio,Retail
Northwest Church of the Nazarene,Public Places
Telhio Credit Union,Office
Alpha Gamma of Sigma Chi,Group Quarters
Jack's Tires,Retail
Columbus Family Dental Care,Medical
Ulta Beauty,Retail
FrontRoom Furnishings,Industrial
Giant Eagle,Retail
CAR,Retail
Brain Balance Center,Office
La Paloma,Retail
Vapor Shop,Retail
AMC Movie Theater,Public Places
St. Paul United Church of Christ,Public Places
William Hall Complex ,Education
Momentum 98 Natural Health Store,Retail
Town Street Medical Center,Medical
Hair Styles With An Attitude,Retail
Phillip's Pharmacy,Retail
Taco Bell,Retail
Jimmy John's,Retail
American Bronzing Company,Retail
La Petite Academy,Education
Ohio State Bar Association,Office
Mental Health Department Warehouse,Government
Griggs Dam Booster Station,Industrial
Huntington Park,Public Places
Mount Olivet Baptist Church,Public Places
Rivers Edge Corporate Center,Office
Los Mariachis,Retail
Imagine Columbus Primary School,Education
Dedicated Nursing Associates,Medical
Shell,Retail
American Dental Centers,Medical
Llijmas Parking,Transportation
Buckeye Muffler & Brake Shops,Retail
Tailored Lawn Service,Retail
Green Long Term Shuttle Lot,Transportation
Easy Street Cafe,Retail
Char Bar,Retail
House of Styles,Retail
ABC Supply Co,Retail
L & T Nails,Retail
CVS,Retail
BuyBacks Entertainment,Retail
Gable Elevator,Retail
Northway Transportation,Transportation
Lower Lights Community Church of the Nazarene,Public Places
Wings & More,Retail
Gates,Public Places
CRW Valuations,Office
Moyer Law Offices,Office
Donatos Pizza,Retail
Ramseyer Hall,Education
Liberty Tire Recycling,Retail
Red Velvet Cafe,Retail
Grismer Tire & Auto Service Center,Retail
OSU GYN & OB CONSULTANTS LLC,Medical
Peace Home Care Services,Medical
Zuey's Roundback Bar,Retail
Sure Clean,Industrial
Building Blocks Pediatrics,Medical
Wine and Canvas,Retail
Donatos Pizza,Retail
Rainbow Child Care Too,Education
Anthony,Retail
Hot Chicken Kitchen,Retail
E State St Lot,Transportation
Taco Bell,Retail
Infinite Learning Center,Education
Hoof Hearted Brewpub and Kitchen,Retail
Nationwide Retirement Solutions,Office
Cardinal Health,Medical
Sunset Lounge,Retail
Same Day Surgery Center,Medical
Auto Vision Repair,Retail
MinuteMan Pizza,Retail
Hurdzan Golf Design,Office
Mission Coffee Company,Retail
Sole Classics,Retail
Turkish American Society of Ohio,Office
Cornerstone Pentecostal Church,Public Places
The Barrington School,Education
Process Logix,Retail
Franklin County Sheriff Patrol,Government
Evolved Body Art Tattoo Shop,Retail
DoubleTree Suites by Hilton Hotel Columbus Downtown,Retail
Levi's 4 Floors,Retail
Taco Bell,Retail
DaVita Columbus Downtown Dialysis,Medical
Gilbert Group,Office
Jesse Owens Tennis Center West,Education
Marathon,Retail
G Marchi & Son Contractors,Office
Taco Bell,Retail
Sycamore Hills Swim Club,Public Places
Always Payday,Retail
Discovery Shop,Retail
Lashish The Greek,Retail
Hamilton Park Consulting,Office
Christ Fellowship Church,Public Places
Pick,Retail
Metro PCS,Retail
Kit & Kaboodle Boutique,Retail
Piece of Cake,Retail
PLC Connections,Office
Crimson Design Group,Office
Ohio Dental Clinic,Medical
Lexus Pre,Retail
Franklin University,Education
Enterprise Rent A Car,Retail
Kroger Gas,Retail
Classic Glass & Mirror,Retail
Scott's Landfill,Industrial
Educational Service Center,Office
Life Church at Easton,Public Places
Allstate Insurance,Office
Joseppi's Pizza Hilltop Franklinton,Retail
Julep Bar,Retail
Asian Kitchen,Retail
Air Control Products,Retail
Mark Pi's,Retail
Casa Hacienda Grill,Retail
Westside Barbell,Retail
Zion Christian Assembly,Public Places
Autobody Supply Co,Retail
AFLAC Insurance,Office
Marathon,Retail
Kenco Roofing,Retail
Summit's Chase Healthcare Center in Columbus,Group Quarters
J Matt Construction,Office
Havertys Furniture,Retail
Integrated Hearing Health,Medical
Blacklick Creek Booster Station,Industrial
Temple of Faith,Public Places
State Farm,Office
Danny Import Car Co,Retail
Evereve,Retail
Service Experts,Office
Church Of Scientology of Columbus,Public Places
Tropical Trends,Retail
Fairfield Inn & Suites,Retail
Midas,Retail
Mobil,Retail
Giant Eagle,Retail
Commercial Parts and Service,Industrial
Daniel Tree Service,Retail
Maia's Genealogy and History Books,Retail
Casleo Corporation,Retail
Stanley D Ross Lawyer,Office
Kroger,Retail
Acre,Retail
Craig Wood Heating & Air,Retail
Tractor Services & Supply,Retail
Precious Smiles,Medical
IBM,Office
Calvary Chapel of Columbus,Public Places
E. Ray Critchett,Office
Interstate Cold Storage,Retail
Rocket Fizz Columbus,Retail
University Baptist Church,Public Places
Key Bank,Office
Columbus Metropolitan Housing Authority,Office
Ohio Shared Services,Government
The Dental Group,Medical
Abbeyhill Realty & Management,Office
Morrison Medical,Industrial
Trojans M C,Office
Century Heating & Air Conditioning,Retail
Tinder Box,Retail
The DollHouse of Columbus,Retail
Columbus Rent,Retail
AT&T,Retail
Ace Lock & Safe Service,Retail
Halftime Tavern,Retail
Franklin County Board of Elections,Government
Lee Dry Cleaning & Alterations,Retail
Subway,Retail
Milo,Public Places
NEEDforSEAT USA,Retail
Joyland of Hilliard Learning Center,Education
Sherry's Salon,Retail
Social Club Lounge and Venue,Retail
Marshalls,Retail
Hoggy's Restaurant & Catering,Retail
Karmel Professional Offices,Office
Mid,Retail
Columbus Check Cashers,Retail
Briggs Mart,Retail
Alpha Sigma Phi,Group Quarters
Next Door Tavern,Retail
W L Markers,Office
Fairmoor Elementary School,Education
Benutto and Dopkiss OD,Medical
Safeway,Retail
Jones Tower,Group Quarters
Walgreens,Retail
Coaches Bar & Grill,Retail
Madina Auto Sales,Retail
TD Trucking Landstar,Retail
Starplex Stadium 10,Public Places
Wild Boar Cycles,Retail
Swan Club,Office
Mobile Hotline,Retail
PrimaryOne Health,Medical
House of Glory Christian Ministries,Public Places
The Ohio State University Humanities Institute,Education
Ichiban Bakery,Retail
Tim Hortons,Retail
Midwest Allergy,Medical
Costume Specialties,Retail
Hoplins Printing,Retail
Siebert Elementary School,Education
Board of Elections Warehouse,Government
Neverman Construction,Office
One Way Cleaners,Retail
Columbus Car Rentals,Retail
Mettler Toledo,Retail
7th Ave Community Missionary Baptist Church,Public Places
Eternal Life of Christ,Public Places
Speedway,Retail
OSU Schottenstein Chabad House,Education
Columbus Youth Ballet Academy,Retail
Stephen's On the Avenue,Retail
Columbus Global Academy at Brookhaven,Education
Trinity Elementary School,Education
Columbus Metropolitan Library ,Public Places
Verizon Wireless,Retail
Watch Me Grow Child Care Center,Education
O'Reilly Auto Parts,Retail
Easthaven Elementary School,Education
OSU Physicians,Medical
Awash Restaurant,Retail
Convenient Plus Food Mart,Retail
Schoedinger Funeral and Cremation,Retail
Lev's Pawn Shop,Retail
AAA Gahanna,Retail
Columbus Scioto 6,Education
Ohio Theatre,Public Places
Hyde Park Steakhouse,Retail
West Mound Elementary School,Education
Ohio Anodizing,Office
Wetzel & Associates,Office
GNC,Retail
Route 23 Auto Services,Retail
Kids World,Education
Contemporary Arts Studio,Retail
Nathan A Goldberg & Associates,Office
Captain Car Wash,Retail
Snyders Of Hanover,Retail
Z Coil Pain Relif Footwear,Retail
The Supreme Court of Ohio,Government
Varsity Inn OSU South,Retail
Grantley's Island Connection,Retail
Bexley Physical Therapy,Medical
Hair Designs,Retail
Sadek Auto Detailing,Retail
Norton Road KinderCare,Education
Sole Works Spa,Retail
Michael A McGuire Agency,Office
The PEER Center,Medical
COTA Park & Ride ,Transportation
Firehouse Subs,Retail
Moler Transportation Center,Education
Castle Road Pump Station,Industrial
Knight Transportation,Transportation
Franklin County Emergency Management,Government
Custom Cutts,Retail
Westware Supply,Retail
Cox Interior,Retail
Columbus Fire Station 8,Emergency Response
The Charles School,Education
Wendy's,Retail
MCB Motor Spa,Retail
Great Value Storage,Retail
C.A.R.S.@Polaris Auto Repair,Retail
Lifetime Pet Wellness Center,Medical
The Learning Experience,Education
Charles Penzone Grand Salon,Retail
Hugs,Education
Tobacco Warehouse,Retail
Meineke Car Care Center,Retail
Pentecostal Lighthouse,Public Places
Twistyle Salon And Day Spa,Retail
Imperial Garden,Retail
Dave's Old Fashioned Peanuts,Retail
University Hospital,Medical
Direct Collision Center,Retail
Kentex Corporation,Industrial
US Post Office,Government
Quarry Market,Retail
Asian Kitchen,Retail
Cavaliers Club,Retail
Certified Oil,Retail
Upper Cutz Barbershop,Retail
Toledo Community Foundation,Office
Appliance & Mattress Center,Retail
State Tire & Service,Retail
Oakmont Elementary School,Education
Family Dollar,Retail
Far East Pride Center,Government
Christian Community Connection Child Care Center,Education
Circle Of Styles,Retail
Woodward Park Community Center,Public Places
Abbington Assisted Living,Group Quarters
US Post Office,Government
Cunz Hall,Education
Exertion Training,Retail
Studio 3 Paul Mitchell Salon,Retail
Communication Equipment Building,Education
Columbus All,Retail
Champps,Retail
Car Source,Retail
Guiding Light Christian Center,Public Places
Paper Source,Retail
Morrison Road Booster Station,Industrial
Pei Wei Asian Diner,Retail
Capital Spring,Office
Great Clips,Retail
Family Dollar,Retail
Lugi's Pawn Shop,Retail
Lugi's Pawn Shop,Retail
Fenn Accountants,Office
Egan,Retail
FedEx Express Drop Off,Retail
Speedway,Retail
"Dr. Scott A. Kelly, DDS",Medical
The Seasoned Farmhouse,Education
Quality Bakery Company,Industrial
The Spaghetti Warehouse,Retail
Ohio Soil Recycling & Topsoil,Retail
Racquet Club of Columbus,Retail
Lounge 13,Retail
Buckeye Gold Company,Retail
AAA Hilliard,Retail
Toyota Direct,Retail
"IGadget, Phone Repair",Retail
Pro,Retail
Whites Funeral Home & Cremation,Retail
Jaqueta's 2,Retail
Frame Station,Retail
Dieh,Retail
Columbia Heights United Methodist Church,Public Places
CSX Intermodal Terminals,Transportation
Panera Bread,Retail
Chick,Retail
Indianola Informal School,Education
Ain Plastics,Industrial
Life Affordable Auto Sales,Retail
Columbus Paper & Copy Supply,Retail
Tai Chi Corner,Retail
Grandview Nail Spa & Brows,Retail
Berwyn East Academy,Education
Hague Living Skills Center,Medical
The Added Touch,Retail
Close To Home Center,Medical
Sharon Weiss Gallery,Retail
Skin Perfect Image Spa,Retail
H & R Block,Retail
Martin Painting & Coating,Retail
City of Columbus Division Of Power And Water,Government
Daydreams Learning Center,Education
Sport Clips,Retail
Z Salon,Retail
Short North Parlor Room,Retail
Ohio Hospital for Psychiatry,Medical
FedEx Office Print & Ship Center,Retail
Varsity Club,Retail
Tiny Toons Daycare Center,Education
Moo Moo Car Wash,Retail
Oakland Park Alternative Elementary School,Education
All Things New Resale Store,Retail
Suwanee Auto Sales & Services,Retail
CVS,Retail
Columbus Water & Chemical Test,Office
White Castle,Retail
Westgate Motors,Retail
The Way of Holiness Church,Public Places
Serif Creative Advertising Agency,Office
Michaels,Retail
Auld Co,Retail
Buckeye Market Halal Meats,Retail
bd's Mongolian Grill,Retail
Clair United Methodist Church,Public Places
Kaufman Dental Group,Medical
Columbus Electrical Works,Retail
Lusk Group Contractors,Office
Donatos Pizza,Retail
Fairwood Avenue Water Tank,Industrial
Legat & Kingscott,Office
Premier Drive Thru,Retail
Screens at the Continent,Public Places
AT&T,Retail
Pho Chef Asian Restaurant,Retail
Nelson Roofing Company,Retail
Rue 21,Retail
Real Estate Ohio,Office
H & R Block,Retail
Jack E Mc Cormick Attorney,Office
AutoZone,Retail
Seventh Day Adventist Church,Public Places
Philco Bar + Diner,Retail
Capital Core,Retail
Fliptasticc Gymnastics,Retail
Fed Ex Office Print & Ship Center,Retail
Acupuncture Healing Clinic,Medical
Ace Hair Designers,Retail
Krumm Park Detention Basin,Industrial
Coalescence,Industrial
GTL Manufacturing,Industrial
Columbus Alzheimers Care Center,Group Quarters
National Check Cashers,Retail
Firestone Complete Auto Care,Retail
Design Impressions,Retail
Protection 1,Office
Salon644 For Your Hair and Nails,Retail
The Body Shop,Retail
Columbus Cash Advance,Retail
First Choice Chiropractic,Medical
Fireball Press,Office
K & M Kleening Services,Retail
Abacus Corporation,Office
Hollywood Video,Retail
Details A Specialty Salon,Retail
Dooley & Co Realtors,Office
Golden Rod,Retail
Pediatric Physicians,Medical
Spring Cleaners & Laundry,Retail
Pica Corporation,Office
Unique Auto Painting,Retail
Parts Channel,Retail
Clarks,Retail
Zeros Pizza,Retail
Pipe Values,Office
Omnilife Systems,Office
Dozzer's Garage,Retail
MedVet Medical & Cancer Centers for Pets,Medical
Fidelity Investments,Office
Ardit Company,Retail
Jenny Craig Weight Loss Center,Retail
Mt Sinai Holy Temple Church,Public Places
Eurolife Furniture,Retail
Bello Giardino,Retail
Rainbow Custom Powder Coaters,Office
International Association of Machinist & Aerospace Workers,Office
Advanced Health Center of Columbus,Medical
Central Ohio Primary Care,Medical
Local Cantina,Retail
Wendy's,Retail
ADK Wireless,Retail
Consumer Support Services,Office
A Body True Spa,Retail
Kiddie Korner,Education
bd's Mongolian Grill,Retail
Plank's Cafe & Pizzeria,Retail
University Home Care Service,Medical
David Hostetler Art Gallery,Retail
Haimerl Center & Serenity Park,Retail
Hogan Truck Leasing & Rental,Industrial
Ho,Retail
Leaders Moving & Storage,Retail
Big Run Pump Station,Industrial
Aqua Systems,Industrial
Nabbys Carryout,Retail
Donatos Pizza,Retail
Rally's,Retail
Faslube,Retail
Roosters,Retail
Power Shack Gym,Retail
Feta & Pita,Retail
God's House of Prayer,Public Places
Sugarman Liquidators,Retail
Food Mart,Retail
Alvis House,Office
Modern Builders Supply,Retail
Makola,Retail
Maynard Avenue United Methodist,Public Places
Metric Fasteners Corporation,Office
African Hair Braiding Salon,Retail
RDP Foodservice,Industrial
Starbucks,Retail
Ace Hardware,Retail
Flight Safety School,Education
White Barn,Retail
Urban Home and Garden,Retail
Saks Off 5th,Retail
Jos. A. Bank,Retail
Bath & Body Works,Retail
True REST Float Spa,Retail
Chuy's,Retail
Beauty Brands,Retail
Visionworks,Medical
Barack Community Center,Public Places
Goodwill,Retail
Thirsty Zebra Lash Zebra,Retail
Tail Wags Playground,Retail
KIPP Journy Academy Science Bldg,Education
Five Below,Retail
Changes of German Village Salon,Retail
Hartman Lot (ABM),Transportation
Lot 014,Transportation
9Round Fitness,Retail
Raney House,Group Quarters
Torres House,Group Quarters
Miller Property Investments,Office
